=== player 1: 1 | player 2: 0 | Draws: 0 ===
=== player 1: 3186 | player 2: 191 | Draws: 0 ===
=== player 1: 3187 | player 2: 191 | Draws: 0 ===
=== player 1: 3188 | player 2: 191 | Draws: 0 ===
=== player 1: 3189 | player 2: 191 | Draws: 0 ===
=== player 1: 3190 | player 2: 191 | Draws: 0 ===
=== player 1: 3191 | player 2: 191 | Draws: 0 ===
=== player 1: 3192 | player 2: 191 | Draws: 0 ===
=== player 1: 3193 | player 2: 191 | Draws: 0 ===
=== player 1: 3194 | player 2: 191 | Draws: 0 ===
=== player 1: 3195 | player 2: 191 | Draws: 0 ===
=== player 1: 3195 | player 2: 192 | Draws: 0 ===
=== player 1: 3196 | player 2: 192 | Draws: 0 ===
=== player 1: 3197 | player 2: 192 | Draws: 0 ===
=== player 1: 3198 | player 2: 192 | Draws: 0 ===
=== player 1: 3199 | player 2: 192 | Draws: 0 ===
=== player 1: 3200 | player 2: 192 | Draws: 0 ===
=== player 1: 3201 | player 2: 192 | Draws: 0 ===
=== player 1: 3202 | player 2: 192 | Draws: 0 ===
=== player 1: 3203 | player 2: 192 | Draws: 0 ===
=== player 1: 3204 | player 2: 192 | Draws: 0 ===
=== player 1: 3205 | player 2: 192 | Draws: 0 ===
=== player 1: 3205 | player 2: 193 | Draws: 0 ===
=== player 1: 3206 | player 2: 193 | Draws: 0 ===
=== player 1: 3207 | player 2: 193 | Draws: 0 ===
=== player 1: 3208 | player 2: 193 | Draws: 0 ===
=== player 1: 3209 | player 2: 193 | Draws: 0 ===
=== player 1: 3210 | player 2: 193 | Draws: 0 ===
=== player 1: 3211 | player 2: 193 | Draws: 0 ===
=== player 1: 3212 | player 2: 193 | Draws: 0 ===
=== player 1: 3213 | player 2: 193 | Draws: 0 ===
=== player 1: 3214 | player 2: 193 | Draws: 0 ===
=== player 1: 3215 | player 2: 193 | Draws: 0 ===
=== player 1: 3216 | player 2: 193 | Draws: 0 ===
=== player 1: 3217 | player 2: 193 | Draws: 0 ===
=== player 1: 3218 | player 2: 193 | Draws: 0 ===
=== player 1: 3219 | player 2: 193 | Draws: 0 ===
=== player 1: 3220 | player 2: 193 | Draws: 0 ===
=== player 1: 3221 | player 2: 193 | Draws: 0 ===
=== player 1: 3222 | player 2: 193 | Draws: 0 ===
=== player 1: 3223 | player 2: 193 | Draws: 0 ===
=== player 1: 3224 | player 2: 193 | Draws: 0 ===
=== player 1: 3225 | player 2: 193 | Draws: 0 ===
=== player 1: 3226 | player 2: 193 | Draws: 0 ===
=== player 1: 3227 | player 2: 193 | Draws: 0 ===
=== player 1: 3228 | player 2: 193 | Draws: 0 ===
=== player 1: 3228 | player 2: 194 | Draws: 0 ===
=== player 1: 3229 | player 2: 194 | Draws: 0 ===
=== player 1: 3229 | player 2: 195 | Draws: 0 ===
=== player 1: 3230 | player 2: 195 | Draws: 0 ===
=== player 1: 3231 | player 2: 195 | Draws: 0 ===
=== player 1: 3231 | player 2: 196 | Draws: 0 ===
=== player 1: 3232 | player 2: 196 | Draws: 0 ===
=== player 1: 3233 | player 2: 196 | Draws: 0 ===
=== player 1: 3234 | player 2: 196 | Draws: 0 ===
=== player 1: 3235 | player 2: 196 | Draws: 0 ===
=== player 1: 3236 | player 2: 196 | Draws: 0 ===
=== player 1: 3237 | player 2: 196 | Draws: 0 ===
=== player 1: 3238 | player 2: 196 | Draws: 0 ===
=== player 1: 3239 | player 2: 196 | Draws: 0 ===
=== player 1: 3240 | player 2: 196 | Draws: 0 ===
=== player 1: 3241 | player 2: 196 | Draws: 0 ===
=== player 1: 3242 | player 2: 196 | Draws: 0 ===
=== player 1: 3243 | player 2: 196 | Draws: 0 ===
=== player 1: 3244 | player 2: 196 | Draws: 0 ===
=== player 1: 3245 | player 2: 196 | Draws: 0 ===
=== player 1: 3246 | player 2: 196 | Draws: 0 ===
=== player 1: 3247 | player 2: 196 | Draws: 0 ===
=== player 1: 3248 | player 2: 196 | Draws: 0 ===
=== player 1: 3249 | player 2: 196 | Draws: 0 ===
=== player 1: 3250 | player 2: 196 | Draws: 0 ===
=== player 1: 3251 | player 2: 196 | Draws: 0 ===
=== player 1: 3252 | player 2: 196 | Draws: 0 ===
=== player 1: 3253 | player 2: 196 | Draws: 0 ===
=== player 1: 3254 | player 2: 196 | Draws: 0 ===
=== player 1: 3255 | player 2: 196 | Draws: 0 ===
=== player 1: 3256 | player 2: 196 | Draws: 0 ===
=== player 1: 3257 | player 2: 196 | Draws: 0 ===
=== player 1: 3258 | player 2: 196 | Draws: 0 ===
=== player 1: 3259 | player 2: 196 | Draws: 0 ===
=== player 1: 3260 | player 2: 196 | Draws: 0 ===
=== player 1: 3261 | player 2: 196 | Draws: 0 ===
=== player 1: 3262 | player 2: 196 | Draws: 0 ===
=== player 1: 3262 | player 2: 197 | Draws: 0 ===
=== player 1: 3263 | player 2: 197 | Draws: 0 ===
=== player 1: 3264 | player 2: 197 | Draws: 0 ===
=== player 1: 3265 | player 2: 197 | Draws: 0 ===
=== player 1: 3266 | player 2: 197 | Draws: 0 ===
=== player 1: 3267 | player 2: 197 | Draws: 0 ===
=== player 1: 3268 | player 2: 197 | Draws: 0 ===
=== player 1: 3269 | player 2: 197 | Draws: 0 ===
=== player 1: 3270 | player 2: 197 | Draws: 0 ===
=== player 1: 3270 | player 2: 198 | Draws: 0 ===
=== player 1: 3271 | player 2: 198 | Draws: 0 ===
=== player 1: 3272 | player 2: 198 | Draws: 0 ===
=== player 1: 3273 | player 2: 198 | Draws: 0 ===
=== player 1: 3274 | player 2: 198 | Draws: 0 ===
=== player 1: 3275 | player 2: 198 | Draws: 0 ===
=== player 1: 3276 | player 2: 198 | Draws: 0 ===
=== player 1: 3277 | player 2: 198 | Draws: 0 ===
=== player 1: 3278 | player 2: 198 | Draws: 0 ===
=== player 1: 3279 | player 2: 198 | Draws: 0 ===
=== player 1: 3280 | player 2: 198 | Draws: 0 ===
=== player 1: 3281 | player 2: 198 | Draws: 0 ===
=== player 1: 3282 | player 2: 198 | Draws: 0 ===
=== player 1: 3283 | player 2: 198 | Draws: 0 ===
=== player 1: 3284 | player 2: 198 | Draws: 0 ===
=== player 1: 3285 | player 2: 198 | Draws: 0 ===
=== player 1: 3286 | player 2: 198 | Draws: 0 ===
=== player 1: 3287 | player 2: 198 | Draws: 0 ===
=== player 1: 3288 | player 2: 198 | Draws: 0 ===
=== player 1: 3289 | player 2: 198 | Draws: 0 ===
=== player 1: 3290 | player 2: 198 | Draws: 0 ===
=== player 1: 3291 | player 2: 198 | Draws: 0 ===
=== player 1: 3292 | player 2: 198 | Draws: 0 ===
=== player 1: 3293 | player 2: 198 | Draws: 0 ===
=== player 1: 3294 | player 2: 198 | Draws: 0 ===
=== player 1: 3294 | player 2: 199 | Draws: 0 ===
=== player 1: 3295 | player 2: 199 | Draws: 0 ===
=== player 1: 3296 | player 2: 199 | Draws: 0 ===
=== player 1: 3297 | player 2: 199 | Draws: 0 ===
=== player 1: 3298 | player 2: 199 | Draws: 0 ===
=== player 1: 3299 | player 2: 199 | Draws: 0 ===
=== player 1: 3300 | player 2: 199 | Draws: 0 ===
=== player 1: 3301 | player 2: 199 | Draws: 0 ===
=== player 1: 3302 | player 2: 199 | Draws: 0 ===
=== player 1: 3303 | player 2: 199 | Draws: 0 ===
=== player 1: 3304 | player 2: 199 | Draws: 0 ===
=== player 1: 3305 | player 2: 199 | Draws: 0 ===
=== player 1: 3306 | player 2: 199 | Draws: 0 ===
=== player 1: 3307 | player 2: 199 | Draws: 0 ===
=== player 1: 3308 | player 2: 199 | Draws: 0 ===
=== player 1: 3309 | player 2: 199 | Draws: 0 ===
=== player 1: 3310 | player 2: 199 | Draws: 0 ===
=== player 1: 3311 | player 2: 199 | Draws: 0 ===
=== player 1: 3312 | player 2: 199 | Draws: 0 ===
=== player 1: 3313 | player 2: 199 | Draws: 0 ===
=== player 1: 3314 | player 2: 199 | Draws: 0 ===
=== player 1: 3315 | player 2: 199 | Draws: 0 ===
=== player 1: 3316 | player 2: 199 | Draws: 0 ===
=== player 1: 3317 | player 2: 199 | Draws: 0 ===
=== player 1: 3318 | player 2: 199 | Draws: 0 ===
=== player 1: 3319 | player 2: 199 | Draws: 0 ===
=== player 1: 3320 | player 2: 199 | Draws: 0 ===
=== player 1: 3321 | player 2: 199 | Draws: 0 ===
=== player 1: 3322 | player 2: 199 | Draws: 0 ===
=== player 1: 3323 | player 2: 199 | Draws: 0 ===
=== player 1: 3324 | player 2: 199 | Draws: 0 ===
=== player 1: 3325 | player 2: 199 | Draws: 0 ===
=== player 1: 3325 | player 2: 200 | Draws: 0 ===
=== player 1: 3326 | player 2: 200 | Draws: 0 ===
=== player 1: 3327 | player 2: 200 | Draws: 0 ===
=== player 1: 3328 | player 2: 200 | Draws: 0 ===
=== player 1: 3329 | player 2: 200 | Draws: 0 ===
=== player 1: 3329 | player 2: 201 | Draws: 0 ===
=== player 1: 3330 | player 2: 201 | Draws: 0 ===
=== player 1: 3331 | player 2: 201 | Draws: 0 ===
=== player 1: 3332 | player 2: 201 | Draws: 0 ===
=== player 1: 3333 | player 2: 201 | Draws: 0 ===
=== player 1: 3334 | player 2: 201 | Draws: 0 ===
=== player 1: 3334 | player 2: 202 | Draws: 0 ===
=== player 1: 3335 | player 2: 202 | Draws: 0 ===
=== player 1: 3336 | player 2: 202 | Draws: 0 ===
=== player 1: 3337 | player 2: 202 | Draws: 0 ===
=== player 1: 3338 | player 2: 202 | Draws: 0 ===
=== player 1: 3339 | player 2: 202 | Draws: 0 ===
=== player 1: 3340 | player 2: 202 | Draws: 0 ===
=== player 1: 3341 | player 2: 202 | Draws: 0 ===
=== player 1: 3342 | player 2: 202 | Draws: 0 ===
=== player 1: 3343 | player 2: 202 | Draws: 0 ===
=== player 1: 3344 | player 2: 202 | Draws: 0 ===
=== player 1: 3345 | player 2: 202 | Draws: 0 ===
=== player 1: 3346 | player 2: 202 | Draws: 0 ===
=== player 1: 3347 | player 2: 202 | Draws: 0 ===
=== player 1: 3348 | player 2: 202 | Draws: 0 ===
=== player 1: 3349 | player 2: 202 | Draws: 0 ===
=== player 1: 3349 | player 2: 203 | Draws: 0 ===
=== player 1: 3350 | player 2: 203 | Draws: 0 ===
=== player 1: 3351 | player 2: 203 | Draws: 0 ===
=== player 1: 3352 | player 2: 203 | Draws: 0 ===
=== player 1: 3352 | player 2: 204 | Draws: 0 ===
=== player 1: 3353 | player 2: 204 | Draws: 0 ===
=== player 1: 3354 | player 2: 204 | Draws: 0 ===
=== player 1: 3355 | player 2: 204 | Draws: 0 ===
=== player 1: 3356 | player 2: 204 | Draws: 0 ===
=== player 1: 3356 | player 2: 205 | Draws: 0 ===
=== player 1: 3357 | player 2: 205 | Draws: 0 ===
=== player 1: 3358 | player 2: 205 | Draws: 0 ===
=== player 1: 3359 | player 2: 205 | Draws: 0 ===
=== player 1: 3360 | player 2: 205 | Draws: 0 ===
=== player 1: 3361 | player 2: 205 | Draws: 0 ===
=== player 1: 3362 | player 2: 205 | Draws: 0 ===
=== player 1: 3363 | player 2: 205 | Draws: 0 ===
=== player 1: 3364 | player 2: 205 | Draws: 0 ===
=== player 1: 3365 | player 2: 205 | Draws: 0 ===
=== player 1: 3365 | player 2: 206 | Draws: 0 ===
=== player 1: 3366 | player 2: 206 | Draws: 0 ===
=== player 1: 3367 | player 2: 206 | Draws: 0 ===
=== player 1: 3368 | player 2: 206 | Draws: 0 ===
=== player 1: 3369 | player 2: 206 | Draws: 0 ===
=== player 1: 3370 | player 2: 206 | Draws: 0 ===
=== player 1: 3371 | player 2: 206 | Draws: 0 ===
=== player 1: 3372 | player 2: 206 | Draws: 0 ===
=== player 1: 3373 | player 2: 206 | Draws: 0 ===
=== player 1: 3374 | player 2: 206 | Draws: 0 ===
=== player 1: 3375 | player 2: 206 | Draws: 0 ===
=== player 1: 3376 | player 2: 206 | Draws: 0 ===
=== player 1: 3377 | player 2: 206 | Draws: 0 ===
=== player 1: 3378 | player 2: 206 | Draws: 0 ===
=== player 1: 3379 | player 2: 206 | Draws: 0 ===
=== player 1: 3380 | player 2: 206 | Draws: 0 ===
=== player 1: 3381 | player 2: 206 | Draws: 0 ===
=== player 1: 3382 | player 2: 206 | Draws: 0 ===
=== player 1: 3383 | player 2: 206 | Draws: 0 ===
=== player 1: 3384 | player 2: 206 | Draws: 0 ===
=== player 1: 3385 | player 2: 206 | Draws: 0 ===
=== player 1: 3386 | player 2: 206 | Draws: 0 ===
=== player 1: 3387 | player 2: 206 | Draws: 0 ===
=== player 1: 3388 | player 2: 206 | Draws: 0 ===
=== player 1: 3389 | player 2: 206 | Draws: 0 ===
=== player 1: 3390 | player 2: 206 | Draws: 0 ===
=== player 1: 3391 | player 2: 206 | Draws: 0 ===
=== player 1: 3392 | player 2: 206 | Draws: 0 ===
=== player 1: 3393 | player 2: 206 | Draws: 0 ===
=== player 1: 3394 | player 2: 206 | Draws: 0 ===
=== player 1: 3395 | player 2: 206 | Draws: 0 ===
=== player 1: 3396 | player 2: 206 | Draws: 0 ===
=== player 1: 3397 | player 2: 206 | Draws: 0 ===
=== player 1: 3398 | player 2: 206 | Draws: 0 ===
=== player 1: 3399 | player 2: 206 | Draws: 0 ===
=== player 1: 3400 | player 2: 206 | Draws: 0 ===
=== player 1: 3401 | player 2: 206 | Draws: 0 ===
=== player 1: 3402 | player 2: 206 | Draws: 0 ===
=== player 1: 3403 | player 2: 206 | Draws: 0 ===
=== player 1: 3404 | player 2: 206 | Draws: 0 ===
=== player 1: 3405 | player 2: 206 | Draws: 0 ===
=== player 1: 3406 | player 2: 206 | Draws: 0 ===
=== player 1: 3407 | player 2: 206 | Draws: 0 ===
=== player 1: 3408 | player 2: 206 | Draws: 0 ===
=== player 1: 3409 | player 2: 206 | Draws: 0 ===
=== player 1: 3410 | player 2: 206 | Draws: 0 ===
=== player 1: 3411 | player 2: 206 | Draws: 0 ===
=== player 1: 3412 | player 2: 206 | Draws: 0 ===
=== player 1: 3413 | player 2: 206 | Draws: 0 ===
=== player 1: 3414 | player 2: 206 | Draws: 0 ===
=== player 1: 3415 | player 2: 206 | Draws: 0 ===
=== player 1: 3416 | player 2: 206 | Draws: 0 ===
=== player 1: 3417 | player 2: 206 | Draws: 0 ===
=== player 1: 3418 | player 2: 206 | Draws: 0 ===
=== player 1: 3419 | player 2: 206 | Draws: 0 ===
=== player 1: 3420 | player 2: 206 | Draws: 0 ===
=== player 1: 3421 | player 2: 206 | Draws: 0 ===
=== player 1: 3422 | player 2: 206 | Draws: 0 ===
=== player 1: 3423 | player 2: 206 | Draws: 0 ===
=== player 1: 3424 | player 2: 206 | Draws: 0 ===
=== player 1: 3425 | player 2: 206 | Draws: 0 ===
=== player 1: 3426 | player 2: 206 | Draws: 0 ===
=== player 1: 3427 | player 2: 206 | Draws: 0 ===
=== player 1: 3428 | player 2: 206 | Draws: 0 ===
=== player 1: 3429 | player 2: 206 | Draws: 0 ===
=== player 1: 3430 | player 2: 206 | Draws: 0 ===
=== player 1: 3431 | player 2: 206 | Draws: 0 ===
=== player 1: 3432 | player 2: 206 | Draws: 0 ===
=== player 1: 3432 | player 2: 207 | Draws: 0 ===
=== player 1: 3433 | player 2: 207 | Draws: 0 ===
=== player 1: 3434 | player 2: 207 | Draws: 0 ===
=== player 1: 3435 | player 2: 207 | Draws: 0 ===
=== player 1: 3436 | player 2: 207 | Draws: 0 ===
=== player 1: 3437 | player 2: 207 | Draws: 0 ===
=== player 1: 3438 | player 2: 207 | Draws: 0 ===
=== player 1: 3438 | player 2: 208 | Draws: 0 ===
=== player 1: 3439 | player 2: 208 | Draws: 0 ===
=== player 1: 3439 | player 2: 209 | Draws: 0 ===
=== player 1: 3440 | player 2: 209 | Draws: 0 ===
=== player 1: 3441 | player 2: 209 | Draws: 0 ===
=== player 1: 3442 | player 2: 209 | Draws: 0 ===
=== player 1: 3443 | player 2: 209 | Draws: 0 ===
=== player 1: 3444 | player 2: 209 | Draws: 0 ===
=== player 1: 3445 | player 2: 209 | Draws: 0 ===
=== player 1: 3446 | player 2: 209 | Draws: 0 ===
=== player 1: 3446 | player 2: 210 | Draws: 0 ===
=== player 1: 3447 | player 2: 210 | Draws: 0 ===
=== player 1: 3448 | player 2: 210 | Draws: 0 ===
=== player 1: 3449 | player 2: 210 | Draws: 0 ===
=== player 1: 3450 | player 2: 210 | Draws: 0 ===
=== player 1: 3450 | player 2: 211 | Draws: 0 ===
=== player 1: 3450 | player 2: 212 | Draws: 0 ===
=== player 1: 3450 | player 2: 213 | Draws: 0 ===
=== player 1: 3451 | player 2: 213 | Draws: 0 ===
=== player 1: 3452 | player 2: 213 | Draws: 0 ===
=== player 1: 3453 | player 2: 213 | Draws: 0 ===
=== player 1: 3454 | player 2: 213 | Draws: 0 ===
=== player 1: 3455 | player 2: 213 | Draws: 0 ===
=== player 1: 3456 | player 2: 213 | Draws: 0 ===
=== player 1: 3457 | player 2: 213 | Draws: 0 ===
=== player 1: 3458 | player 2: 213 | Draws: 0 ===
=== player 1: 3459 | player 2: 213 | Draws: 0 ===
=== player 1: 3460 | player 2: 213 | Draws: 0 ===
=== player 1: 3461 | player 2: 213 | Draws: 0 ===
=== player 1: 3462 | player 2: 213 | Draws: 0 ===
=== player 1: 3463 | player 2: 213 | Draws: 0 ===
=== player 1: 3464 | player 2: 213 | Draws: 0 ===
=== player 1: 3465 | player 2: 213 | Draws: 0 ===
=== player 1: 3466 | player 2: 213 | Draws: 0 ===
=== player 1: 3467 | player 2: 213 | Draws: 0 ===
=== player 1: 3468 | player 2: 213 | Draws: 0 ===
=== player 1: 3469 | player 2: 213 | Draws: 0 ===
=== player 1: 3470 | player 2: 213 | Draws: 0 ===
=== player 1: 3471 | player 2: 213 | Draws: 0 ===
=== player 1: 3472 | player 2: 213 | Draws: 0 ===
=== player 1: 3472 | player 2: 214 | Draws: 0 ===
=== player 1: 3473 | player 2: 214 | Draws: 0 ===
=== player 1: 3474 | player 2: 214 | Draws: 0 ===
=== player 1: 3475 | player 2: 214 | Draws: 0 ===
=== player 1: 3476 | player 2: 214 | Draws: 0 ===
=== player 1: 3477 | player 2: 214 | Draws: 0 ===
=== player 1: 3478 | player 2: 214 | Draws: 0 ===
=== player 1: 3479 | player 2: 214 | Draws: 0 ===
=== player 1: 3480 | player 2: 214 | Draws: 0 ===
=== player 1: 3481 | player 2: 214 | Draws: 0 ===
=== player 1: 3482 | player 2: 214 | Draws: 0 ===
=== player 1: 3483 | player 2: 214 | Draws: 0 ===
=== player 1: 3484 | player 2: 214 | Draws: 0 ===
=== player 1: 3485 | player 2: 214 | Draws: 0 ===
=== player 1: 3485 | player 2: 215 | Draws: 0 ===
=== player 1: 3486 | player 2: 215 | Draws: 0 ===
=== player 1: 3487 | player 2: 215 | Draws: 0 ===
=== player 1: 3488 | player 2: 215 | Draws: 0 ===
=== player 1: 3489 | player 2: 215 | Draws: 0 ===
=== player 1: 3490 | player 2: 215 | Draws: 0 ===
=== player 1: 3491 | player 2: 215 | Draws: 0 ===
=== player 1: 3492 | player 2: 215 | Draws: 0 ===
=== player 1: 3493 | player 2: 215 | Draws: 0 ===
=== player 1: 3494 | player 2: 215 | Draws: 0 ===
=== player 1: 3495 | player 2: 215 | Draws: 0 ===
=== player 1: 3496 | player 2: 215 | Draws: 0 ===
=== player 1: 3497 | player 2: 215 | Draws: 0 ===
=== player 1: 3498 | player 2: 215 | Draws: 0 ===
=== player 1: 3499 | player 2: 215 | Draws: 0 ===
=== player 1: 3500 | player 2: 215 | Draws: 0 ===
=== player 1: 3501 | player 2: 215 | Draws: 0 ===
=== player 1: 3502 | player 2: 215 | Draws: 0 ===
=== player 1: 3503 | player 2: 215 | Draws: 0 ===
=== player 1: 3504 | player 2: 215 | Draws: 0 ===
=== player 1: 3505 | player 2: 215 | Draws: 0 ===
=== player 1: 3506 | player 2: 215 | Draws: 0 ===
=== player 1: 3507 | player 2: 215 | Draws: 0 ===
=== player 1: 3508 | player 2: 215 | Draws: 0 ===
=== player 1: 3508 | player 2: 216 | Draws: 0 ===
=== player 1: 3509 | player 2: 216 | Draws: 0 ===
=== player 1: 3510 | player 2: 216 | Draws: 0 ===
=== player 1: 3511 | player 2: 216 | Draws: 0 ===
=== player 1: 3512 | player 2: 216 | Draws: 0 ===
=== player 1: 3513 | player 2: 216 | Draws: 0 ===
=== player 1: 3514 | player 2: 216 | Draws: 0 ===
=== player 1: 3515 | player 2: 216 | Draws: 0 ===
=== player 1: 3516 | player 2: 216 | Draws: 0 ===
=== player 1: 3517 | player 2: 216 | Draws: 0 ===
=== player 1: 3518 | player 2: 216 | Draws: 0 ===
=== player 1: 3519 | player 2: 216 | Draws: 0 ===
=== player 1: 3520 | player 2: 216 | Draws: 0 ===
=== player 1: 3521 | player 2: 216 | Draws: 0 ===
=== player 1: 3522 | player 2: 216 | Draws: 0 ===
=== player 1: 3523 | player 2: 216 | Draws: 0 ===
=== player 1: 3524 | player 2: 216 | Draws: 0 ===
=== player 1: 3525 | player 2: 216 | Draws: 0 ===
=== player 1: 3526 | player 2: 216 | Draws: 0 ===
=== player 1: 3527 | player 2: 216 | Draws: 0 ===
=== player 1: 3528 | player 2: 216 | Draws: 0 ===
=== player 1: 3529 | player 2: 216 | Draws: 0 ===
=== player 1: 3530 | player 2: 216 | Draws: 0 ===
=== player 1: 3530 | player 2: 217 | Draws: 0 ===
=== player 1: 3531 | player 2: 217 | Draws: 0 ===
=== player 1: 3532 | player 2: 217 | Draws: 0 ===
=== player 1: 3533 | player 2: 217 | Draws: 0 ===
=== player 1: 3534 | player 2: 217 | Draws: 0 ===
=== player 1: 3535 | player 2: 217 | Draws: 0 ===
=== player 1: 3536 | player 2: 217 | Draws: 0 ===
=== player 1: 3537 | player 2: 217 | Draws: 0 ===
=== player 1: 3538 | player 2: 217 | Draws: 0 ===
=== player 1: 3539 | player 2: 217 | Draws: 0 ===
=== player 1: 3540 | player 2: 217 | Draws: 0 ===
=== player 1: 3541 | player 2: 217 | Draws: 0 ===
=== player 1: 3542 | player 2: 217 | Draws: 0 ===
=== player 1: 3543 | player 2: 217 | Draws: 0 ===
=== player 1: 3544 | player 2: 217 | Draws: 0 ===
=== player 1: 3545 | player 2: 217 | Draws: 0 ===
=== player 1: 3546 | player 2: 217 | Draws: 0 ===
=== player 1: 3547 | player 2: 217 | Draws: 0 ===
=== player 1: 3548 | player 2: 217 | Draws: 0 ===
=== player 1: 3549 | player 2: 217 | Draws: 0 ===
=== player 1: 3550 | player 2: 217 | Draws: 0 ===
=== player 1: 3551 | player 2: 217 | Draws: 0 ===
=== player 1: 3552 | player 2: 217 | Draws: 0 ===
=== player 1: 3553 | player 2: 217 | Draws: 0 ===
=== player 1: 3554 | player 2: 217 | Draws: 0 ===
=== player 1: 3555 | player 2: 217 | Draws: 0 ===
=== player 1: 3556 | player 2: 217 | Draws: 0 ===
=== player 1: 3557 | player 2: 217 | Draws: 0 ===
=== player 1: 3558 | player 2: 217 | Draws: 0 ===
=== player 1: 3559 | player 2: 217 | Draws: 0 ===
=== player 1: 3560 | player 2: 217 | Draws: 0 ===
=== player 1: 3561 | player 2: 217 | Draws: 0 ===
=== player 1: 3562 | player 2: 217 | Draws: 0 ===
=== player 1: 3562 | player 2: 218 | Draws: 0 ===
=== player 1: 3563 | player 2: 218 | Draws: 0 ===
=== player 1: 3564 | player 2: 218 | Draws: 0 ===
=== player 1: 3565 | player 2: 218 | Draws: 0 ===
=== player 1: 3566 | player 2: 218 | Draws: 0 ===
=== player 1: 3567 | player 2: 218 | Draws: 0 ===
=== player 1: 3568 | player 2: 218 | Draws: 0 ===
=== player 1: 3569 | player 2: 218 | Draws: 0 ===
=== player 1: 3569 | player 2: 219 | Draws: 0 ===
=== player 1: 3570 | player 2: 219 | Draws: 0 ===
=== player 1: 3571 | player 2: 219 | Draws: 0 ===
=== player 1: 3572 | player 2: 219 | Draws: 0 ===
=== player 1: 3573 | player 2: 219 | Draws: 0 ===
=== player 1: 3574 | player 2: 219 | Draws: 0 ===
=== player 1: 3575 | player 2: 219 | Draws: 0 ===
=== player 1: 3576 | player 2: 219 | Draws: 0 ===
